# 
# 
#     Output. 
# 
#     EIIS (2023) 
# 
#     Max deflection = 0.031470386339436586 
# 
#     Max stress in x = 91672406.19355299 
# 
#     Max stress in y = 129078913.55546229 
# 
#    
#     x[m]    y[m]    P[N/m2]     Mx[N]       My[N]       Sigma x[N/m2]        Sigma y [Nm/m2] 
# 
#     
# 
#     
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.000000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000222e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.000000000000000888e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.000000000000000666e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.000000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.000000000000000222e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.100000000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.200000000000000178e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.300000000000000044e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.400000000000000133e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.600000000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.700000000000000178e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.800000000000000044e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.900000000000000133e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,5.000000000000000278e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,5.000000000000000278e-02,2.307908579330186058e+03,2.522846647872138303e+06,2.738249774393239059e+06,2.522846647872138303e+06,2.738249774393239059e+06
2.000000000000000111e-01,5.000000000000000278e-02,1.640550996885474206e+03,4.615083468519779854e+06,5.816406090677888133e+06,4.615083468519779854e+06,5.816406090677888133e+06
3.000000000000000444e-01,5.000000000000000278e-02,-2.176250899482822206e+03,6.079444966692046262e+06,9.032844487700780854e+06,6.079444966692046262e+06,9.032844487700780854e+06
4.000000000000000222e-01,5.000000000000000278e-02,-6.354187356705841012e+03,6.979069522079649381e+06,1.158946034119349904e+07,6.979069522079649381e+06,1.158946034119349904e+07
5.000000000000000000e-01,5.000000000000000278e-02,-7.703292443218175322e+03,7.456570368240531534e+06,1.258521636137611419e+07,7.456570368240531534e+06,1.258521636137611419e+07
6.000000000000000888e-01,5.000000000000000278e-02,-5.426988693178611356e+03,7.543081300635576248e+06,1.165214933986998908e+07,7.543081300635576248e+06,1.165214933986998908e+07
7.000000000000000666e-01,5.000000000000000278e-02,-1.581138830084187248e+03,7.148864360258253291e+06,9.224445332478329539e+06,7.148864360258253291e+06,9.224445332478329539e+06
8.000000000000000444e-01,5.000000000000000278e-02,1.005330943875170988e+03,6.228601159783155657e+06,6.258098377755494788e+06,6.228601159783155657e+06,6.258098377755494788e+06
9.000000000000000222e-01,5.000000000000000278e-02,1.175938156275260098e+03,4.933279330414377153e+06,3.662059670051609632e+06,4.933279330414377153e+06,3.662059670051609632e+06
1.000000000000000000e+00,5.000000000000000278e-02,0.000000000000000000e+00,3.580200732152341399e+06,1.878851211447149515e+06,3.580200732152341399e+06,1.878851211447149515e+06
1.100000000000000089e+00,5.000000000000000278e-02,-7.498849545292810035e+02,2.463346901495219208e+06,8.564536563122012885e+05,2.463346901495219208e+06,8.564536563122012885e+05
1.200000000000000178e+00,5.000000000000000278e-02,-3.938614475399119783e+02,1.685100023067939328e+06,3.108148346237078076e+05,1.685100023067939328e+06,3.108148346237078076e+05
1.300000000000000044e+00,5.000000000000000278e-02,3.446842807203533994e+02,1.158274950466339244e+06,-2.795405887463968497e+02,1.158274950466339244e+06,-2.795405887463968497e+02
1.400000000000000133e+00,5.000000000000000278e-02,5.000853904561608942e+02,7.508521926960254787e+05,-1.803046070532561862e+05,7.508521926960254787e+05,-1.803046070532561862e+05
1.500000000000000000e+00,5.000000000000000278e-02,-2.046363078989088535e-12,4.152564064950116444e+05,-2.530213572792394261e+05,4.152564064950116444e+05,-2.530213572792394261e+05
1.600000000000000089e+00,5.000000000000000278e-02,-4.271132730710623946e+02,1.868404141401030065e+05,-2.429936057297493680e+05,1.868404141401030065e+05,-2.429936057297493680e+05
1.700000000000000178e+00,5.000000000000000278e-02,-2.504277886782761868e+02,8.885555690013138519e+04,-1.918803853663025657e+05,8.885555690013138519e+04,-1.918803853663025657e+05
1.800000000000000044e+00,5.000000000000000278e-02,2.413586054703937407e+02,7.158233180456525588e+04,-1.308774524538970145e+05,7.158233180456525588e+04,-1.308774524538970145e+05
1.900000000000000133e+00,5.000000000000000278e-02,3.820854685256445009e+02,5.291421895298249729e+04,-6.735623934616970655e+04,5.291421895298249729e+04,-6.735623934616970655e+04
2.000000000000000000e+00,5.000000000000000278e-02,3.907613054832647522e-13,4.810116724013614335e-11,-5.332239689756124587e-11,4.810116724013614335e-11,-5.332239689756124587e-11
0.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,1.000000000000000056e-01,1.481305252752574461e+03,4.707881995842372067e+06,4.994780447666155174e+06,4.707881995842372067e+06,4.994780447666155174e+06
2.000000000000000111e-01,1.000000000000000056e-01,1.052969268739500421e+03,9.020358678594896570e+06,1.112538637719833665e+07,9.020358678594896570e+06,1.112538637719833665e+07
3.000000000000000444e-01,1.000000000000000056e-01,-1.396802246667421741e+03,1.257142381715421379e+07,1.802491378823375329e+07,1.257142381715421379e+07,1.802491378823375329e+07
4.000000000000000222e-01,1.000000000000000056e-01,-4.078363932073126307e+03,1.504940743551453575e+07,2.369031003929863870e+07,1.504940743551453575e+07,2.369031003929863870e+07
5.000000000000000000e-01,1.000000000000000056e-01,-4.944271909999157288e+03,1.623051571431144886e+07,2.585279694502286613e+07,1.623051571431144886e+07,2.585279694502286613e+07
6.000000000000000888e-01,1.000000000000000056e-01,-3.483251862674492713e+03,1.603663205484580994e+07,2.366481046946388856e+07,1.603663205484580994e+07,2.366481046946388856e+07
7.000000000000000666e-01,1.000000000000000056e-01,-1.014836235417313219e+03,1.460104713190197758e+07,1.830033389980040491e+07,1.460104713190197758e+07,1.830033389980040491e+07
8.000000000000000444e-01,1.000000000000000056e-01,6.452603977706934302e+02,1.228657727040827647e+07,1.207862218169038370e+07,1.228657727040827647e+07,1.207862218169038370e+07
9.000000000000000222e-01,1.000000000000000056e-01,7.547627247472134968e+02,9.605372011598566547e+06,6.964180881765517406e+06,9.605372011598566547e+06,6.964180881765517406e+06
1.000000000000000000e+00,1.000000000000000056e-01,-9.094947017729282379e-13,7.053860672575385310e+06,3.656909327778031584e+06,7.053860672575385310e+06,3.656909327778031584e+06
